index_no	collection	resource_id	title	author	post_created_at	source_url	tags	source_status_existing	source_disposition_existing	source_confidence_existing	topic_primary	topic_secondary	content_chars	content_quality	index_use	method_or_external_reference	user_fact_boundary	evidence_level	full_distill_recommended	uncertainty_flags	has_media	has_comments	duplicate_resource_id	source_path
285	Likes	69eafc2a0000000013030802	双非硕，MCU与Linux双修	爱困觉的程序员	2026-04-24T05:14:18.000Z	https://www.xiaohongshu.com/explore/69eafc2a0000000013030802?xsec_token=ABVbdGHGqYRp_uazccpynFoDEmHQJvOrKvqnvdZQiFRhQ%3D	嵌入式求职规划;MCU开发;Linux驱动开发;BMS实习;爱困觉的程序员	domain-referenced	needs-review	low	embedded-career	embedded-technical;career-and-employment	51	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Likes；点赞行为、账号身份和意图未核验，原作者内容仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E1	maybe	marketing-or-outcome-claim;offer-salary-admission-claim;collection-identity-uncertain;media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/点赞（Likes）/双非硕，MCU与Linux双修 - 69eafc2a0000000013030802.md
286	Likes	69f0d076000000001a0349db	同济大学恶性借外套事件	蛇蛇一格电（黑化中）	2026-04-28T15:21:26.000Z	https://www.xiaohongshu.com/explore/69f0d076000000001a0349db?xsec_token=ABbUNPxx6SPN-OBztmZneSHD7lRLIlGYbaZJ6GKnSAEE4%3D	泛滥的同情心;大学生社会;警惕陌生人;同济大学	domain-referenced	needs-review	low	misc-external	none	730	prose	仅外部参考（观点/资讯/消费内容）	未发现足够可迁移且可核验的方法单元；仅登记主题与原作者叙述，必要时回到原帖/媒体核验	来源路径标记为 Likes；点赞行为、账号身份和意图未核验，原作者内容仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E2	no	collection-identity-uncertain	yes	yes	no	小红书（RedNote）/。。。。。。。/点赞（Likes）/同济大学恶性借外套事件 - 69f0d076000000001a0349db.md
287	Likes	69ecaa2f000000003701e4dc	后悔走嵌入式Linux音视频了，找不到实习？	工科女的答疑日常	2026-04-25T11:49:03.000Z	https://www.xiaohongshu.com/explore/69ecaa2f000000003701e4dc?xsec_token=ABsXLMJWupIR0hhPrVH9Y0FFRAHUDCmsH6f6eZn4TuKYQ%3D	嵌入式;工科;嵌入式开发;找实习;电子信息;STM32单片机;Linux;嵌入式Linux;就业;嵌入式项目	domain-referenced	needs-review	low	embedded-career	embedded-technical;career-and-employment;ai-agent-workflow	486	prose	方法候选（求职/简历流程）	可吸收：按岗位目标筛选、项目证据化表达、投递跟踪、面试复盘建立闭环；岗位、offer、薪资和时间点仅保留为原作者经验	来源路径标记为 Likes；点赞行为、账号身份和意图未核验，原作者内容仅作外部参考，不转为用户事实	E2	maybe	marketing-or-outcome-claim;offer-salary-admission-claim;time-version-sensitive;collection-identity-uncertain	yes	yes	no	小红书（RedNote）/。。。。。。。/点赞（Likes）/后悔走嵌入式Linux音视频了，找不到实习？ - 69ecaa2f000000003701e4dc.md
288	Likes	6a7a873b0000000025005b95	后续：我姐打电话给我说姐夫已经进去了	下一章见	2026-08-11T02:21:47.000Z	https://www.xiaohongshu.com/explore/6a7a873b0000000025005b95?xsec_token=ABF0ICX7aTg05HCRVUkKMl8Jse-PC0YneHSORU1ssuXLQ%3D	拘留	domain-referenced	needs-review	low	misc-external	none	150	prose	仅外部参考（观点/资讯/消费内容）	未发现足够可迁移且可核验的方法单元；仅登记主题与原作者叙述，必要时回到原帖/媒体核验	来源路径标记为 Likes；点赞行为、账号身份和意图未核验，原作者内容仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E1	no	collection-identity-uncertain;media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/点赞（Likes）/后续：我姐打电话给我说姐夫已经进去了 - 6a7a873b0000000025005b95.md
289	Likes	6a51082800000000060207a3	哪个冤大头涨价才入手MacBook Air M5	针尖对麦当劳🥕	2026-07-10T14:56:40.000Z	https://www.xiaohongshu.com/explore/6a51082800000000060207a3?xsec_token=ABjRwIcF75wlGI4f3GRaMJpScwE_DIo6JpHUV6aubBaG0%3D	macbook;开学季笔记本电脑怎么选;MacBook	domain-referenced	needs-review	low	apple-digital	none	54	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Likes；点赞行为、账号身份和意图未核验，原作者内容仅作外部参考，不转为用户事实	E1	no	time-version-sensitive;collection-identity-uncertain;media-needs-review;duplicate-resource-across-collections	yes	yes	yes	小红书（RedNote）/。。。。。。。/点赞（Likes）/哪个冤大头涨价才入手MacBook Air M5 - 6a51082800000000060207a3.md
290	Likes	6a736c3d000000002c0009d0	备战秋招｜八股背诵中｜8.6	木兔	2026-08-05T17:00:45.000Z	https://www.xiaohongshu.com/explore/6a736c3d000000002c0009d0?xsec_token=ABnaVHoyp62WXji_QEz3O0i12pigucm0YaOr5iwbhcQBw%3D	嵌入式学习	domain-referenced	needs-review	low	embedded-career	embedded-technical;career-and-employment;knowledge-management;graduate-research	280	prose	方法候选（学习路线/复习流程）	可吸收：把基础语言、系统/驱动、RTOS/通信、项目与投递串成阶段路线，用项目输出检验进度；原帖顺序需按目标岗位调整	来源路径标记为 Likes；点赞行为、账号身份和意图未核验，原作者内容仅作外部参考，不转为用户事实	E2	yes	time-version-sensitive;collection-identity-uncertain	yes	yes	no	小红书（RedNote）/。。。。。。。/点赞（Likes）/备战秋招｜八股背诵中｜8.6 - 6a736c3d000000002c0009d0.md
291	Likes	6a614f90000000001b01e69a	多年不联系的同学借钱后续1	比山高	2026-07-22T23:17:36.000Z	https://www.xiaohongshu.com/explore/6a614f90000000001b01e69a?xsec_token=ABK0g6rXXdrptui4CyF0AMw4edlomViY9VIkMMGJdobis%3D	不要借钱给别人;借钱	domain-referenced	needs-review	low	misc-external	none	71	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Likes；点赞行为、账号身份和意图未核验，原作者内容仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E1	no	collection-identity-uncertain;media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/点赞（Likes）/多年不联系的同学借钱后续1 - 6a614f90000000001b01e69a.md
292	Likes	6a3ea4df0000000007012375	好skill难找？我vibecoding了个skillhot	Sav同学	2026-06-26T16:12:15.000Z	https://www.xiaohongshu.com/explore/6a3ea4df0000000007012375?xsec_token=AB8bHTKgWYZWNLx6C8Tk3DVBiJbsPs_CFh37ZfOdhj45A%3D	AI工具;ClaudeCode;AI编程;Agent;vibecoding;Codex;独立开发;skillhot	domain-referenced	needs-review	low	ai-agent-workflow	none	624	prose	方法候选（工具工作流）	可吸收：记录触发条件、输入输出、验证步骤和复用边界，再评估工具是否值得安装；版本、兼容性、Star/浏览量与效果数字需核验	来源路径标记为 Likes；点赞行为、账号身份和意图未核验，原作者内容仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E2	yes	marketing-or-outcome-claim;star-view-like-claim;time-version-sensitive;collection-identity-uncertain	yes	yes	no	小红书（RedNote）/。。。。。。。/点赞（Likes）/好skill难找？我vibecoding了个skillhot - 6a3ea4df0000000007012375.md
293	Likes	6a3e0f5b00000000210185f0	好眼熟她是谁	king	2026-06-26T05:34:19.000Z	https://www.xiaohongshu.com/explore/6a3e0f5b00000000210185f0?xsec_token=AB8bHTKgWYZWNLx6C8Tk3DVKMWGdqYAasObCKAjd7LBMg%3D	今日份自拍;好视频扶持计划;时尚果然是个轮回;演员;一出场就被秒杀;美是一种感觉	domain-referenced	needs-review	low	misc-external	none	23	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Likes；点赞行为、账号身份和意图未核验，原作者内容仅作外部参考，不转为用户事实	E1	no	marketing-or-outcome-claim;star-view-like-claim;collection-identity-uncertain;media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/点赞（Likes）/好眼熟她是谁 - 6a3e0f5b00000000210185f0.md
294	Likes	69f87a7b00000000350270d3	好险，几次擦枪走火的瞬间	布谷老师Pro	2026-05-04T10:52:44.000Z	https://www.xiaohongshu.com/explore/69f87a7b00000000350270d3?xsec_token=ABMZkD1q4anYDRSVW6Gz87xKy8FespC5bmuJoLRhjek94%3D	教师;教育课题;教师专业发展;论文写作;教研员;中小学教师	domain-referenced	needs-review	low	graduate-research	none	38	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Likes；点赞行为、账号身份和意图未核验，原作者内容仅作外部参考，不转为用户事实	E1	no	collection-identity-uncertain;media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/点赞（Likes）/好险，几次擦枪走火的瞬间 - 69f87a7b00000000350270d3.md
295	Likes	69007e340000000003034c0a	如何7天过完hot100	铁血娘子（备战秋招版）	2025-10-28T08:26:28.000Z	https://www.xiaohongshu.com/explore/69007e340000000003034c0a?xsec_token=ABOD1Htq5UZav1q3R4jEHwpC8PGDaktZ0LePaVpxCr0Hg%3D	none	domain-referenced	needs-review	low	algorithm-learning	career-and-employment;ai-agent-workflow	867	prose	方法候选（算法学习/复习）	可吸收：按题型或卡片拆分练习，用时间盒、错题回看和间隔复习形成闭环；题解/速通天数是外部计划，不证明用户掌握	来源路径标记为 Likes；点赞行为、账号身份和意图未核验，原作者内容仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E3	yes	marketing-or-outcome-claim;offer-salary-admission-claim;collection-identity-uncertain	yes	yes	no	小红书（RedNote）/。。。。。。。/点赞（Likes）/如何7天过完hot100 - 69007e340000000003034c0a.md
296	Likes	69d38a0d000000002202499a	如何做好嵌入式项目，面试通过率90%？	工科女的日常	2026-04-06T10:25:17.000Z	https://www.xiaohongshu.com/explore/69d38a0d000000002202499a?xsec_token=ABQ700XizMJb2IjhulVcAYrqPkRrlIpcLYU6rLKLlbP0I%3D	嵌入式开发;华为嵌入式;嵌入式项目;知识库;嵌入式;秋招;找实习;嵌入式学习;嵌入式学习路线;春招	domain-referenced	needs-review	low	embedded-career	embedded-technical;career-and-employment;knowledge-management	259	prose	案例/题目清单（外部参考）	可吸收：按 C/C++、MCU/RTOS、通信、Linux/驱动和项目深挖分组；“被问到”只是题目线索，答案回到本地源码/文档验证	来源路径标记为 Likes；点赞行为、账号身份和意图未核验，原作者内容仅作外部参考，不转为用户事实	E2	maybe	marketing-or-outcome-claim;offer-salary-admission-claim;collection-identity-uncertain;media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/点赞（Likes）/如何做好嵌入式项目，面试通过率90%？ - 69d38a0d000000002202499a.md
297	Likes	6a31913500000000220181ed	如何把桌面端 Agent 接入 DeepSeek V4 🐳	艾林AI	2026-06-16T18:08:53.000Z	https://www.xiaohongshu.com/explore/6a31913500000000220181ed?xsec_token=ABYIYc55qvKjsu2hOm7yuiKxjNaXKpp-lTGrCrlM9dQUo%3D	howto入门codex;deepseekv4;Codex;codex;vibecoding;智能体;ccswitch;aicoding	domain-referenced	needs-review	low	ai-agent-workflow	apple-digital	270	prose	方法候选（工具工作流）	可吸收：记录触发条件、输入输出、验证步骤和复用边界，再评估工具是否值得安装；版本、兼容性、Star/浏览量与效果数字需核验	来源路径标记为 Likes；点赞行为、账号身份和意图未核验，原作者内容仅作外部参考，不转为用户事实	E2	yes	marketing-or-outcome-claim;star-view-like-claim;collection-identity-uncertain	yes	yes	no	小红书（RedNote）/。。。。。。。/点赞（Likes）/如何把桌面端 Agent 接入 DeepSeek V4 🐳 - 6a31913500000000220181ed.md
298	Likes	6a257465000000002103e554	如何最大限度的节省codex额度	精进的程序员	2026-06-07T13:38:45.000Z	https://www.xiaohongshu.com/explore/6a257465000000002103e554?xsec_token=ABcRerY5GzJpTWnph2xU41_vCOA6IkFj2-CDBDf6_CjeI%3D	codex;ai编程;程序员	domain-referenced	needs-review	low	ai-agent-workflow	none	5	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Likes；点赞行为、账号身份和意图未核验，原作者内容仅作外部参考，不转为用户事实	E1	maybe	collection-identity-uncertain;media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/点赞（Likes）/如何最大限度的节省codex额度 - 6a257465000000002103e554.md
299	Likes	69cb5724000000001d019800	如何短时间内完成一个认可度高的嵌入式项目	不搭xhs	2026-03-31T05:09:56.000Z	https://www.xiaohongshu.com/explore/69cb5724000000001d019800?xsec_token=AB-DNhT_ZMgGkA-_qhXqwYCq2W-y9OoBApLH9T5t6MAzE%3D	嵌入式;嵌入式项目;嵌入式软件开发;offer;嵌入式工作;秋招;春招;嵌入式实习	domain-referenced	needs-review	low	embedded-career	embedded-technical;career-and-employment	38	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Likes；点赞行为、账号身份和意图未核验，原作者内容仅作外部参考，不转为用户事实	E1	maybe	marketing-or-outcome-claim;offer-salary-admission-claim;collection-identity-uncertain;media-needs-review	yes	no	no	小红书（RedNote）/。。。。。。。/点赞（Likes）/如何短时间内完成一个认可度高的嵌入式项目 - 69cb5724000000001d019800.md
300	Likes	691862100000000004010133	如果你用过 DeepWiki，会爱上 Code Wiki	AI圈的那些事	2025-11-15T11:20:48.000Z	https://www.xiaohongshu.com/explore/691862100000000004010133?xsec_token=ABqlz8FDtnuYwo_LzlCEHzbJ7sgUvIl8FX3Xidbynctik%3D	AI工具;AI学习;ai;大模型;人工智能;科技;DeepWiki	domain-referenced	needs-review	low	ai-agent-workflow	none	719	prose	方法候选（工具配置/用量管理）	可吸收：按任务分层、记录用量、切换模型/Provider并保留人工确认；额度、价格、兼容性和省钱比例是时效性外部声明	来源路径标记为 Likes；点赞行为、账号身份和意图未核验，原作者内容仅作外部参考，不转为用户事实	E3	yes	time-version-sensitive;collection-identity-uncertain	yes	yes	no	小红书（RedNote）/。。。。。。。/点赞（Likes）/如果你用过 DeepWiki，会爱上 Code Wiki - 691862100000000004010133.md
301	Likes	6a647106000000000101e9cf	如果我的Obsidian只装5个插件	三木	2026-07-25T08:17:10.000Z	https://www.xiaohongshu.com/explore/6a647106000000000101e9cf?xsec_token=ABSkqR6epUOcqvt9sCcWh9EUWEnK5puoqJ8D1AFbeYGqw%3D	Obsidian;第二大脑;效率工具;笔记软件;职场效率	domain-referenced	needs-review	low	ai-knowledge-workflow	ai-agent-workflow;knowledge-management	983	prose	方法候选（知识库/笔记工作流）	可吸收：把输入、结构化、链接/检索、复习与输出串成知识库闭环；插件、同步和工具能力需按当前环境复核	来源路径标记为 Likes；点赞行为、账号身份和意图未核验，原作者内容仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E3	yes	collection-identity-uncertain;duplicate-resource-across-collections	yes	yes	yes	小红书（RedNote）/。。。。。。。/点赞（Likes）/如果我的Obsidian只装5个插件 - 6a647106000000000101e9cf.md
302	Likes	69b51783000000002102c37b	字节跳动-Camera软件开发-移动OS-实习-一面	火锅不能没有芝麻酱	2026-03-14T08:08:35.000Z	https://www.xiaohongshu.com/explore/69b51783000000002102c37b?xsec_token=ABzdyrrovhyrT8GaJ_saQB7A9n_tRN3gVA3BLBvAeSY_w%3D	面经;互联网大厂实习	domain-referenced	needs-review	low	embedded-career	embedded-technical;career-and-employment	942	prose	案例/题目清单（外部参考）	可吸收：按 C/C++、MCU/RTOS、通信、Linux/驱动和项目深挖分组；“被问到”只是题目线索，答案回到本地源码/文档验证	来源路径标记为 Likes；点赞行为、账号身份和意图未核验，原作者内容仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E3	yes	collection-identity-uncertain	yes	yes	no	小红书（RedNote）/。。。。。。。/点赞（Likes）/字节跳动-Camera软件开发-移动OS-实习-一面 - 69b51783000000002102c37b.md
303	Likes	6a6abb0e0000000013025a31	宝宝，不要再抱着文档存记忆了！	派派日记📔	2026-07-30T02:46:38.000Z	https://www.xiaohongshu.com/explore/6a6abb0e0000000013025a31?xsec_token=ABH23xDT3jBTuU4xJbG_upWrdDuIkMLVCO366DxgLydq0%3D	GItHub;Claude;chatgpt;外置记忆库;无痛换窗	domain-referenced	needs-review	low	ai-agent-workflow	none	219	prose	方法候选（工具工作流）	可吸收：记录触发条件、输入输出、验证步骤和复用边界，再评估工具是否值得安装；版本、兼容性、Star/浏览量与效果数字需核验	来源路径标记为 Likes；点赞行为、账号身份和意图未核验，原作者内容仅作外部参考，不转为用户事实	E1	maybe	time-version-sensitive;collection-identity-uncertain;media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/点赞（Likes）/宝宝，不要再抱着文档存记忆了！ - 6a6abb0e0000000013025a31.md
304	Likes	6a78413000000000060063ed	实习就月薪过万真的有狠狠爽到了	菠萝头	2026-08-09T08:58:24.000Z	https://www.xiaohongshu.com/explore/6a78413000000000060063ed?xsec_token=ABPzracz5mJkgl65VHrpGTO3douDtf49UVBaaNSVmvaN0%3D	互联网大厂实习;互联网大厂;产品经理;实习;产品经理入门;ai产品经理;字节;轮到我晒offer了;入职	domain-referenced	needs-review	low	ai-agent-workflow	career-and-employment	462	prose	方法候选（AI辅助求职/面试流程）	可吸收：把输入材料、岗位/问题拆解、生成草稿、人工核验和复盘串成工作流；工具名称、效果数字和“offer”需独立验证	来源路径标记为 Likes；点赞行为、账号身份和意图未核验，原作者内容仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E2	yes	marketing-or-outcome-claim;offer-salary-admission-claim;collection-identity-uncertain	yes	yes	no	小红书（RedNote）/。。。。。。。/点赞（Likes）/实习就月薪过万真的有狠狠爽到了 - 6a78413000000000060063ed.md
305	Likes	6a17b53d0000000035022367	导师杨昀，在圈内算是彻底 “社死” 了。不	幸运李	2026-05-28T03:23:41.000Z	https://www.xiaohongshu.com/explore/6a17b53d0000000035022367?xsec_token=ABSRxyVshMpWEExEUDQ_aBNqMbHXAq0Z4LduuuNEUKvvc%3D	每天都有值得记录的瞬间;都说博士读的就是心态;只要导师选的好;教授;研究生选导师;联系导师;学术;导师;被导师支配的恐惧;科研	domain-referenced	needs-review	low	graduate-research	none	19	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Likes；点赞行为、账号身份和意图未核验，原作者内容仅作外部参考，不转为用户事实	E1	no	collection-identity-uncertain;media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/点赞（Likes）/导师杨昀，在圈内算是彻底 “社死” 了。不 - 6a17b53d0000000035022367.md
306	Likes	6a40f67b000000000f02873d	小米手环助你随时随地vibecoding	不正经设计师LEN	2026-06-28T10:24:59.000Z	https://www.xiaohongshu.com/explore/6a40f67b000000000f02873d?xsec_token=ABmseX_YIB0p93cpFT_QnTf6NJp66Xw270USmoUOC2xKg%3D	vibecoding;智能手环;智能穿戴;ai工具;vibecoding大赏;科技新潮流	domain-referenced	needs-review	low	ai-agent-workflow	none	132	prose	方法候选（工具工作流）	可吸收：记录触发条件、输入输出、验证步骤和复用边界，再评估工具是否值得安装；版本、兼容性、Star/浏览量与效果数字需核验	来源路径标记为 Likes；点赞行为、账号身份和意图未核验，原作者内容仅作外部参考，不转为用户事实	E1	no	collection-identity-uncertain;media-needs-review;duplicate-resource-across-collections	yes	yes	yes	小红书（RedNote）/。。。。。。。/点赞（Likes）/小米手环助你随时随地vibecoding - 6a40f67b000000000f02873d.md
307	Likes	6a2fc4ee000000000702497d	小米汽车汽车专项实习	啊咧咧	2026-06-15T09:25:03.000Z	https://www.xiaohongshu.com/explore/6a2fc4ee000000000702497d?xsec_token=AB21V3uJQ5E1VtyaSJ9CS-9wI8BsHU02w0OolcoenOg5g%3D	大厂;暑期实习;嵌入式	domain-referenced	needs-review	low	embedded-career	embedded-technical;career-and-employment;consumer-lifestyle	34	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Likes；点赞行为、账号身份和意图未核验，原作者内容仅作外部参考，不转为用户事实	E1	maybe	collection-identity-uncertain;media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/点赞（Likes）/小米汽车汽车专项实习 - 6a2fc4ee000000000702497d.md
308	Likes	67da8a810000000006028d98	小米面试实录	车软开发小学妹	2025-03-19T09:12:33.000Z	https://www.xiaohongshu.com/explore/67da8a810000000006028d98?xsec_token=AB9KHkybPFhRaV_BjLGZZihT7BVEFvQqrvwxalL3qiVZY%3D	嵌入式学习;嵌入式开发;嵌入式面试;面试求职;嵌入式;大厂;斩获offer的秘诀;嵌入式自学;嵌入式工程师	domain-referenced	needs-review	low	embedded-career	embedded-technical;career-and-employment	310	prose	方法候选（学习路线/复习流程）	可吸收：把基础语言、系统/驱动、RTOS/通信、项目与投递串成阶段路线，用项目输出检验进度；原帖顺序需按目标岗位调整	来源路径标记为 Likes；点赞行为、账号身份和意图未核验，原作者内容仅作外部参考，不转为用户事实	E2	yes	marketing-or-outcome-claim;offer-salary-admission-claim;collection-identity-uncertain	yes	yes	no	小红书（RedNote）/。。。。。。。/点赞（Likes）/小米面试实录 - 67da8a810000000006028d98.md
309	Likes	6a55fbbb0000000022017cf8	嵌入式linux项目日志调试讲解	不搭xhs	2026-07-14T10:30:48.000Z	https://www.xiaohongshu.com/explore/6a55fbbb0000000022017cf8?xsec_token=AB4yZ2kQDMbeisXlJWSLKXDbnuXSNiXTSTGlDpYBE_u9I%3D	嵌入式;嵌入式linux;嵌入式linux项目;嵌入式软件开发;嵌入式调试;linux应用开发;嵌入式工作	domain-referenced	needs-review	low	embedded-career	embedded-technical;career-and-employment;knowledge-management	194	prose	方法候选（学习路线/复习流程）	可吸收：把基础语言、系统/驱动、RTOS/通信、项目与投递串成阶段路线，用项目输出检验进度；原帖顺序需按目标岗位调整	来源路径标记为 Likes；点赞行为、账号身份和意图未核验，原作者内容仅作外部参考，不转为用户事实	E1	maybe	time-version-sensitive;collection-identity-uncertain;media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/点赞（Likes）/嵌入式linux项目日志调试讲解 - 6a55fbbb0000000022017cf8.md
310	Likes	6a68ad1e000000001f01cf47	嵌入式冲机器人，今年行情汇总，关于前景	工科女的日常	2026-07-28T13:22:38.000Z	https://www.xiaohongshu.com/explore/6a68ad1e000000001f01cf47?xsec_token=ABchVYecNKPjjOBklAroy4baslJeHm3nAZHgAwhY7lvjc%3D	嵌入式开发;学习;嵌入式项目;机器人;嵌入式机器人;嵌入式学习;工科;嵌入式学习路线;嵌入式行情;嵌入式工程师	domain-referenced	needs-review	low	embedded-career	embedded-technical;career-and-employment	869	prose	方法候选（学习路线/复习流程）	可吸收：把基础语言、系统/驱动、RTOS/通信、项目与投递串成阶段路线，用项目输出检验进度；原帖顺序需按目标岗位调整	来源路径标记为 Likes；点赞行为、账号身份和意图未核验，原作者内容仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E3	yes	marketing-or-outcome-claim;offer-salary-admission-claim;collection-identity-uncertain;duplicate-resource-across-collections	yes	yes	yes	小红书（RedNote）/。。。。。。。/点赞（Likes）/嵌入式冲机器人，今年行情汇总，关于前景 - 6a68ad1e000000001f01cf47.md
311	Likes	6a10213600000000060352d1	嵌入式实习	猛嵌	2026-05-22T09:26:14.000Z	https://www.xiaohongshu.com/explore/6a10213600000000060352d1?xsec_token=AB0eNrT5yW1e5rtfHgZXZN0K_LW7rElirH-1Zm7m3cA2I%3D	嵌入式linux;嵌入式项目;嵌入式开发;嵌入式	domain-referenced	needs-review	low	embedded-career	embedded-technical;career-and-employment	49	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Likes；点赞行为、账号身份和意图未核验，原作者内容仅作外部参考，不转为用户事实	E1	maybe	marketing-or-outcome-claim;offer-salary-admission-claim;collection-identity-uncertain;media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/点赞（Likes）/嵌入式实习 - 6a10213600000000060352d1.md
312	Likes	6a5430650000000007013642	嵌入式实习	猛嵌	2026-07-13T00:25:09.000Z	https://www.xiaohongshu.com/explore/6a5430650000000007013642?xsec_token=ABj348795x14D785SDCEGQBG3qrTUZolSvYshE4pLGSgs%3D	嵌入式linux;嵌入式项目;嵌入式实习;嵌入式开发	domain-referenced	needs-review	low	embedded-career	embedded-technical;career-and-employment	129	prose	方法候选（求职/简历流程）	可吸收：按岗位目标筛选、项目证据化表达、投递跟踪、面试复盘建立闭环；岗位、offer、薪资和时间点仅保留为原作者经验	来源路径标记为 Likes；点赞行为、账号身份和意图未核验，原作者内容仅作外部参考，不转为用户事实	E1	maybe	collection-identity-uncertain;media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/点赞（Likes）/嵌入式实习 - 6a5430650000000007013642.md
313	Likes	6a7bbdab000000003300e802	嵌入式实习	猛嵌	2026-08-12T00:26:19.000Z	https://www.xiaohongshu.com/explore/6a7bbdab000000003300e802?xsec_token=ABk7FFnCJl3SBjtFurmgk6L59g_AHJ2McNdyYg8qAGpbY%3D	嵌入式开发;嵌入式项目;嵌入式实习;嵌入式;嵌入式linux	domain-referenced	needs-review	low	embedded-career	embedded-technical;career-and-employment	80	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Likes；点赞行为、账号身份和意图未核验，原作者内容仅作外部参考，不转为用户事实	E1	maybe	collection-identity-uncertain;media-needs-review;duplicate-resource-across-collections	yes	yes	yes	小红书（RedNote）/。。。。。。。/点赞（Likes）/嵌入式实习 - 6a7bbdab000000003300e802.md
314	Likes	6a3eb6e70000000007028084	嵌入式实习三个月了…真的好喜欢我的工作	部分活来	2026-06-26T17:29:11.000Z	https://www.xiaohongshu.com/explore/6a3eb6e70000000007028084?xsec_token=AB8bHTKgWYZWNLx6C8Tk3DVPWYMv8E3OJlZJKJ7-iM4w0%3D	嵌入式;工科女;实习;嵌入式开发;电子信息;应届生;找工作	domain-referenced	needs-review	low	embedded-career	embedded-technical;career-and-employment	962	prose	方法候选（学习路线/复习流程）	可吸收：把基础语言、系统/驱动、RTOS/通信、项目与投递串成阶段路线，用项目输出检验进度；原帖顺序需按目标岗位调整	来源路径标记为 Likes；点赞行为、账号身份和意图未核验，原作者内容仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E3	yes	collection-identity-uncertain	yes	yes	no	小红书（RedNote）/。。。。。。。/点赞（Likes）/嵌入式实习三个月了…真的好喜欢我的工作 - 6a3eb6e70000000007028084.md
