domain	class	status	disposition	confidence	reason	disposition_reason	artifact_refs	path	size_bytes	sha256_16
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a185b040000000038020f53/image-16.jpg	158124	f81f269b813814d1
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a185b040000000038020f53/image-17.jpg	139478	0efb72ba34de4e65
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a185b040000000038020f53/image-18.jpg	126264	1192e1defa10ee74
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a185b040000000038020f53/image-2.jpg	114694	ae2d7440b657db50
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a185b040000000038020f53/image-3.jpg	110694	83e874d2a806aef2
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a185b040000000038020f53/image-4.jpg	107668	81b0d4a8c52e7063
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a185b040000000038020f53/image-5.jpg	224666	9cd0a100e5e1064d
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a185b040000000038020f53/image-6.jpg	218862	7cf4d445c87b8a4a
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a185b040000000038020f53/image-7.jpg	96174	fd89d6371f415e4f
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a185b040000000038020f53/image-8.jpg	162776	b7032fabe2a362a5
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a185b040000000038020f53/image-9.jpg	142576	868a65e4cf0bd6f9
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a1a90eb000000003601ac96/image-1.jpg	51166	d41b44041725238b
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a1b91d20000000007026aab/image-1.jpg	57834	75f8dc98ac98ba60
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a1c4c8b000000000702d140/image-1.jpg	53520	d9f9f570595962ec
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a1d354a000000003503a9eb/image-1.jpg	113022	d65580e226a46db2
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a1d3c360000000035020db5/image-1.jpg	55958	9556e6b012c6695f
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a1d56c60000000035031133/image-1.jpg	25454	d19f0a731fc2cb2c
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a1d56c60000000035031133/image-2.jpg	63380	50bfe2259fe7ab07
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a1d56c60000000035031133/image-3.jpg	98622	7a65bd3aed9c8f33
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a1d56c60000000035031133/image-4.jpg	128366	e1faee01a6cfd870
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a1e3a5500000000370353e8/image-1.jpg	35954	8d5bd817a7cda645
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a1e42470000000022025b12/image-1.jpg	45618	4f6986b04d6e50df
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a1e56dd0000000006030604/image-1.jpg	52918	4bc43bd704e80eca
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a1fb7a0000000003601ce03/image-1.jpg	127284	6d595c39270a957c
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a1fb7a0000000003601ce03/image-2.jpg	103168	ab4aa24f1c80ea7e
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a1fb7a0000000003601ce03/image-3.jpg	98786	1f780d03f7b31232
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a20ff730000000036018c28/image-1.jpg	65240	974a24f3f6a774fa
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a21491e000000003601fe52/image-1.jpg	139014	6f55efce478532e1
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a21491e000000003601fe52/image-2.jpg	139038	5faa4442330384c4
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a21491e000000003601fe52/image-3.jpg	136252	58111785f54251d8
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a21491e000000003601fe52/image-4.jpg	135052	340e52ee8e78c665
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a21491e000000003601fe52/image-5.jpg	158918	c20b56f282812942
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a21491e000000003601fe52/image-6.jpg	158994	547e4211d8fde433
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a21491e000000003601fe52/image-7.jpg	153422	b4344d41b3ce435f
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a219f1d0000000038036ddc/image-1.jpg	58722	ef664b16ec13421d
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a21a980000000002202fd33/image-1.jpg	24784	ebb80d08b3718f2b
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a2408a50000000006031c6b/image-1.jpg	52420	3a8110162e95cde3
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a2408a50000000006031c6b/image-2.jpg	34548	74514b1945a0db29
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a2408a50000000006031c6b/image-3.jpg	38134	1e845b169afda197
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a255ee8000000001c02788b/image-1.jpg	88064	f8cf760d4ba1e58c
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a255ee8000000001c02788b/image-2.jpg	87536	46118eb9b0463437
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a255ee8000000001c02788b/image-3.jpg	87298	1254e6e4745272c1
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a255ee8000000001c02788b/image-4.jpg	85804	255b1af88665b00c
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a257465000000002103e554/image-1.jpg	176152	8fe931b3d8c74afb
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a2635870000000035028f42/image-1.jpg	254684	3c3ab1e44fade5bd
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a2635870000000035028f42/image-2.jpg	95692	594a27c7e8ff79c6
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a2635870000000035028f42/image-3.jpg	76882	c65bc11a215d15c9
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a2a0d9f000000001c027f6f/image-1.jpg	64160	93139424cf8eb089
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a2a0d9f000000001c027f6f/image-2.jpg	119860	353e1ab7c8ce942b
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a2a0d9f000000001c027f6f/image-3.jpg	113396	ed487d2040cb9c98
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a2a0d9f000000001c027f6f/image-4.jpg	104608	03c676762de06ebe
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a2a0d9f000000001c027f6f/image-5.jpg	133322	0b869ac6a4a07539
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a2a0d9f000000001c027f6f/image-6.jpg	155208	8e16bf2cac05d015
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a2a245c0000000006035869/image-1.jpg	123640	b4f950721e511a23
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a2bc2d700000000220261c3/image-1.jpg	160718	1bca29a0641cf10f
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a2bff2f000000003502a964/image-1.jpg	79648	8a827c426839f559
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a2bff2f000000003502a964/image-2.jpg	351964	1f2a8799a6387e71
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a2bff2f000000003502a964/image-3.jpg	381096	9f5718ca165a7812
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a2bff2f000000003502a964/image-4.jpg	148664	dca2367ce8461dd1
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a2bff2f000000003502a964/image-5.jpg	393606	1fb6c9fff325aa0f
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a2e97ef00000000080269be/image-1.jpg	100914	78da12e53b7e3381
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a2e9d62000000001603ce89/image-1.jpg	112600	0f5bac9a504ab33e
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a2e9d62000000001603ce89/image-2.jpg	128628	00c45208cd101720
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a2e9d62000000001603ce89/image-3.jpg	271456	5b27c4d0c2132e82
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a2e9d62000000001603ce89/image-4.jpg	256560	c09e74585fbdde24
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a2e9d62000000001603ce89/image-5.jpg	256414	a1d4a62a1e489924
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a2e9d62000000001603ce89/image-6.jpg	254796	652e5557739250e5
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a2e9d62000000001603ce89/image-7.jpg	220654	e51cefcad4b61d82
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a2f9f9600000000150257e6/image-1.jpg	86936	e27ca7faaf718369
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a2f9f9600000000150257e6/image-2.jpg	159376	fe111bb379562038
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a2f9f9600000000150257e6/image-3.jpg	106724	b521a71c8ab7aa56
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a2fc4ee000000000702497d/image-1.jpg	232596	d9031e381047df47
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a313165000000001603dbee/image-1.jpg	108142	76bf1f5f9a7df42b
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a313165000000001603dbee/image-2.jpg	112324	61a2e83098fac4f5
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a313165000000001603dbee/image-3.jpg	76834	7fae5bc38826a7e2
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a313279000000000f004dba/image-1.jpg	54708	42356e5e81363469
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a313279000000000f004dba/image-2.jpg	112426	67c4591abd1fce36
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a313279000000000f004dba/image-3.jpg	86674	5ce0f8e375662098
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a313279000000000f004dba/image-4.jpg	58888	5ac8a5df9a41bcbf
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a31913500000000220181ed/image-1.jpg	96102	ff95a3f3c151c9fc
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a31913500000000220181ed/image-2.jpg	93498	dd6061e27027ffd0
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a31913500000000220181ed/image-3.jpg	81682	d9143d43c74dac78
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a31913500000000220181ed/image-4.jpg	85006	7e6a45811b45a34b
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a31913500000000220181ed/image-5.jpg	79446	df861f995d02f134
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a31913500000000220181ed/image-6.jpg	84484	e4baa82d023d8d93
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a31913500000000220181ed/image-7.jpg	107012	237f2be3789a34fa
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a31913500000000220181ed/image-8.jpg	74210	d363b3156032823c
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a31913500000000220181ed/image-9.jpg	95290	3021a3d28641ba15
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a31e015000000001503ff09/image-1.jpg	46276	ea7aa90c85289f7d
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a32167f0000000017009d10/image-1.jpg	90264	b7a33d41057d39d1
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a3295650000000011011529/image-1.jpg	50986	090b042f32b7313d
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a3295650000000011011529/image-2.jpg	191494	eb7508b9b78470fd
rednote-bookmarks	attachment-evidence	evidence-layer	evidence-layer	high	attachment-evidence; not automatically copied into a knowledge Skill	第三方帖子图片/媒体；只作外部证据，不直接转成用户事实		小红书（RedNote）/。。。。。。。/媒体（Media）/6a33c61900000000170085a7/image-1.jpg	78016	588cab91f3636ced
