skill	symbol	status	matched_source_files
rtos-iap-firmware-upgrade	buff_size	exact	projects/RTOS项目/文档/5 系统功能实现/5.3 固件升级（IAP）：Boot + 单APP分区与串口DMA传输.md;projects/RTOS项目/文档/5 系统功能实现/5.4 CRC32校验：数据完整性验证机制.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c;projects/RTOS项目/源码/BSP/DMA/dma.c;projects/RTOS项目/源码/SYSTEM/sys/sys.h;projects/RTOS项目/源码/USER/main.c
rtos-iap-firmware-upgrade	uart_init	exact	projects/RTOS项目/文档/2 系统架构与设计/2.3 系统启动流程与初始化顺序.md;projects/RTOS项目/文档/5 系统功能实现/5.3 固件升级（IAP）：Boot + 单APP分区与串口DMA传输.md;projects/RTOS项目/源码/SYSTEM/usart/usart.c;projects/RTOS项目/源码/USER/main.c
rtos-iap-firmware-upgrade	MYDMA_Config	exact	projects/RTOS项目/文档/2 系统架构与设计/2.3 系统启动流程与初始化顺序.md;projects/RTOS项目/文档/5 系统功能实现/5.3 固件升级（IAP）：Boot + 单APP分区与串口DMA传输.md;projects/RTOS项目/源码/BSP/DMA/dma.c;projects/RTOS项目/源码/BSP/DMA/dma.h;projects/RTOS项目/源码/USER/main.c
rtos-iap-firmware-upgrade	MYDMA_Enable	exact	projects/RTOS项目/文档/5 系统功能实现/5.3 固件升级（IAP）：Boot + 单APP分区与串口DMA传输.md;projects/RTOS项目/文档/5 系统功能实现/5.4 CRC32校验：数据完整性验证机制.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c;projects/RTOS项目/源码/BSP/DMA/dma.c;projects/RTOS项目/源码/BSP/DMA/dma.h
rtos-iap-firmware-upgrade	DMA1_Channel5_IRQHandler	exact	projects/RTOS项目/文档/5 系统功能实现/5.3 固件升级（IAP）：Boot + 单APP分区与串口DMA传输.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c
rtos-iap-firmware-upgrade	g_iapSemaphore	exact	projects/RTOS项目/文档/2 系统架构与设计/2.3 系统启动流程与初始化顺序.md;projects/RTOS项目/文档/5 系统功能实现/5.3 固件升级（IAP）：Boot + 单APP分区与串口DMA传输.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c
rtos-iap-firmware-upgrade	iap_task	exact	projects/RTOS项目/文档/2 系统架构与设计/2.3 系统启动流程与初始化顺序.md;projects/RTOS项目/文档/5 系统功能实现/5.3 固件升级（IAP）：Boot + 单APP分区与串口DMA传输.md;projects/RTOS项目/文档/5 系统功能实现/5.4 CRC32校验：数据完整性验证机制.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c;projects/RTOS项目/源码/APP_TASK/app_tasks.h
rtos-iap-firmware-upgrade	GetReceivedDataLength	exact	projects/RTOS项目/文档/5 系统功能实现/5.3 固件升级（IAP）：Boot + 单APP分区与串口DMA传输.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c;projects/RTOS项目/源码/BSP/DMA/dma.c;projects/RTOS项目/源码/BSP/DMA/dma.h
rtos-iap-firmware-upgrade	CRC32_Calculate	exact	projects/RTOS项目/文档/5 系统功能实现/5.3 固件升级（IAP）：Boot + 单APP分区与串口DMA传输.md;projects/RTOS项目/文档/5 系统功能实现/5.4 CRC32校验：数据完整性验证机制.md;projects/RTOS项目/源码/BSP/CRC32/crc32.c;projects/RTOS项目/源码/BSP/CRC32/crc32.h
rtos-iap-firmware-upgrade	CRC32_VerifyFirmware	exact	projects/RTOS项目/文档/5 系统功能实现/5.3 固件升级（IAP）：Boot + 单APP分区与串口DMA传输.md;projects/RTOS项目/文档/5 系统功能实现/5.4 CRC32校验：数据完整性验证机制.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c;projects/RTOS项目/源码/BSP/CRC32/crc32.c;projects/RTOS项目/源码/BSP/CRC32/crc32.h
rtos-iap-firmware-upgrade	iap_write_appbin	exact	projects/RTOS项目/文档/5 系统功能实现/5.3 固件升级（IAP）：Boot + 单APP分区与串口DMA传输.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c;projects/RTOS项目/源码/BSP/IAP/iap.c;projects/RTOS项目/源码/BSP/IAP/iap.h
rtos-iap-firmware-upgrade	STMFLASH_Write	exact	projects/RTOS项目/文档/5 系统功能实现/5.3 固件升级（IAP）：Boot + 单APP分区与串口DMA传输.md;projects/RTOS项目/源码/BSP/IAP/iap.c;projects/RTOS项目/源码/BSP/STMFLASH/stmflash.c;projects/RTOS项目/源码/BSP/STMFLASH/stmflash.h
rtos-iap-firmware-upgrade	FLASH_APP1_ADDR	exact	projects/RTOS项目/文档/5 系统功能实现/5.3 固件升级（IAP）：Boot + 单APP分区与串口DMA传输.md;projects/RTOS项目/文档/5 系统功能实现/5.4 CRC32校验：数据完整性验证机制.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c;projects/RTOS项目/源码/BSP/IAP/iap.h
rtos-iap-firmware-upgrade	iap_load_app	exact	projects/RTOS项目/文档/5 系统功能实现/5.3 固件升级（IAP）：Boot + 单APP分区与串口DMA传输.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c;projects/RTOS项目/源码/BSP/IAP/iap.c;projects/RTOS项目/源码/BSP/IAP/iap.h
rtos-iap-firmware-upgrade	MSR_MSP	exact	projects/RTOS项目/文档/5 系统功能实现/5.3 固件升级（IAP）：Boot + 单APP分区与串口DMA传输.md;projects/RTOS项目/源码/BSP/IAP/iap.c;projects/RTOS项目/源码/SYSTEM/sys/sys.h
rtos-key-event-state-machine	Key_StateMachine	exact	projects/RTOS项目/文档/4 硬件驱动开发/4.3 用户交互/4.3.1 按键状态机：消抖、短按与长按检测.md;projects/RTOS项目/源码/BSP/KEY/key.c
rtos-key-event-state-machine	Key_Scan	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/文档/4 硬件驱动开发/4.3 用户交互/4.3.1 按键状态机：消抖、短按与长按检测.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c;projects/RTOS项目/源码/BSP/KEY/key.c;projects/RTOS项目/源码/BSP/KEY/key.h
rtos-key-event-state-machine	Key1_GetEvent	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/文档/4 硬件驱动开发/4.3 用户交互/4.3.1 按键状态机：消抖、短按与长按检测.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c;projects/RTOS项目/源码/BSP/KEY/key.c;projects/RTOS项目/源码/BSP/KEY/key.h
rtos-key-event-state-machine	Key2_GetEvent	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c;projects/RTOS项目/源码/BSP/KEY/key.c;projects/RTOS项目/源码/BSP/KEY/key.h
rtos-key-event-state-machine	Key1_ClearEvent	exact	projects/RTOS项目/文档/4 硬件驱动开发/4.3 用户交互/4.3.1 按键状态机：消抖、短按与长按检测.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c;projects/RTOS项目/源码/BSP/KEY/key.c;projects/RTOS项目/源码/BSP/KEY/key.h
rtos-key-event-state-machine	Key2_ClearEvent	exact	projects/RTOS项目/源码/APP_TASK/app_tasks.c;projects/RTOS项目/源码/BSP/KEY/key.c;projects/RTOS项目/源码/BSP/KEY/key.h
rtos-key-event-state-machine	KEY_DEBOUNCE_TIME_MS	exact	projects/RTOS项目/文档/4 硬件驱动开发/4.3 用户交互/4.3.1 按键状态机：消抖、短按与长按检测.md;projects/RTOS项目/源码/BSP/KEY/key.c;projects/RTOS项目/源码/BSP/KEY/key.h
rtos-key-event-state-machine	KEY_LONG_PRESS_TIME_MS	exact	projects/RTOS项目/文档/4 硬件驱动开发/4.3 用户交互/4.3.1 按键状态机：消抖、短按与长按检测.md;projects/RTOS项目/源码/BSP/KEY/key.c;projects/RTOS项目/源码/BSP/KEY/key.h
rtos-key-event-state-machine	KeyScanTask	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/文档/4 硬件驱动开发/4.3 用户交互/4.3.1 按键状态机：消抖、短按与长按检测.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c;projects/RTOS项目/源码/APP_TASK/app_tasks.h
rtos-motor-pid-control	TIM1	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/文档/4 硬件驱动开发/4.1 电机控制与反馈/4.1.1 直流有刷电机驱动：H桥电路与PWM互补输出.md;projects/RTOS项目/文档/4 硬件驱动开发/4.1 电机控制与反馈/4.1.3 PID闭环调速算法实现与调参.md;projects/RTOS项目/源码/BSP/MOTOR/motor.c;projects/RTOS项目/源码/STM32F10x_FWLib/src/stm32f10x_tim.c
rtos-motor-pid-control	TIM4	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/文档/4 硬件驱动开发/4.1 电机控制与反馈/4.1.1 直流有刷电机驱动：H桥电路与PWM互补输出.md;projects/RTOS项目/文档/4 硬件驱动开发/4.1 电机控制与反馈/4.1.2 编码器测速原理与定时器编码器模式.md;projects/RTOS项目/源码/BSP/MOTOR/motor.c;projects/RTOS项目/源码/STM32F10x_FWLib/src/stm32f10x_tim.c
rtos-motor-pid-control	PWM	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/文档/4 硬件驱动开发/4.1 电机控制与反馈/4.1.1 直流有刷电机驱动：H桥电路与PWM互补输出.md;projects/RTOS项目/文档/4 硬件驱动开发/4.1 电机控制与反馈/4.1.2 编码器测速原理与定时器编码器模式.md;projects/RTOS项目/文档/4 硬件驱动开发/4.1 电机控制与反馈/4.1.3 PID闭环调速算法实现与调参.md;projects/RTOS项目/源码/BSP/MOTOR/motor.c;projects/RTOS项目/源码/BSP/WIND/wind_speed.c;projects/RTOS项目/源码/STM32F10x_FWLib/src/stm32f10x_tim.c
rtos-motor-pid-control	CCR	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/文档/4 硬件驱动开发/4.1 电机控制与反馈/4.1.1 直流有刷电机驱动：H桥电路与PWM互补输出.md;projects/RTOS项目/源码/BSP/MOTOR/motor.c;projects/RTOS项目/源码/BSP/WIND/wind_speed.c;projects/RTOS项目/源码/STM32F10x_FWLib/src/stm32f10x_tim.c
rtos-motor-pid-control	TIM_EncoderMode	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/文档/4 硬件驱动开发/4.1 电机控制与反馈/4.1.1 直流有刷电机驱动：H桥电路与PWM互补输出.md;projects/RTOS项目/文档/4 硬件驱动开发/4.1 电机控制与反馈/4.1.2 编码器测速原理与定时器编码器模式.md;projects/RTOS项目/文档/4 硬件驱动开发/4.1 电机控制与反馈/4.1.3 PID闭环调速算法实现与调参.md;projects/RTOS项目/源码/BSP/MOTOR/motor.c;projects/RTOS项目/源码/STM32F10x_FWLib/src/stm32f10x_tim.c
rtos-motor-pid-control	TIM_EncoderInterfaceConfig	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/文档/4 硬件驱动开发/4.1 电机控制与反馈/4.1.1 直流有刷电机驱动：H桥电路与PWM互补输出.md;projects/RTOS项目/文档/4 硬件驱动开发/4.1 电机控制与反馈/4.1.2 编码器测速原理与定时器编码器模式.md;projects/RTOS项目/文档/4 硬件驱动开发/4.1 电机控制与反馈/4.1.3 PID闭环调速算法实现与调参.md;projects/RTOS项目/源码/BSP/MOTOR/motor.c;projects/RTOS项目/源码/STM32F10x_FWLib/src/stm32f10x_tim.c
rtos-motor-pid-control	get_speed	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/文档/4 硬件驱动开发/4.1 电机控制与反馈/4.1.1 直流有刷电机驱动：H桥电路与PWM互补输出.md;projects/RTOS项目/文档/4 硬件驱动开发/4.1 电机控制与反馈/4.1.2 编码器测速原理与定时器编码器模式.md;projects/RTOS项目/源码/BSP/MOTOR/motor.c
rtos-motor-pid-control	SpeedCalcTask	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/文档/4 硬件驱动开发/4.1 电机控制与反馈/4.1.1 直流有刷电机驱动：H桥电路与PWM互补输出.md;projects/RTOS项目/文档/4 硬件驱动开发/4.1 电机控制与反馈/4.1.2 编码器测速原理与定时器编码器模式.md;projects/RTOS项目/文档/4 硬件驱动开发/4.1 电机控制与反馈/4.1.3 PID闭环调速算法实现与调参.md
rtos-motor-pid-control	PID_Calculate	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/文档/4 硬件驱动开发/4.1 电机控制与反馈/4.1.1 直流有刷电机驱动：H桥电路与PWM互补输出.md;projects/RTOS项目/文档/4 硬件驱动开发/4.1 电机控制与反馈/4.1.3 PID闭环调速算法实现与调参.md;projects/RTOS项目/源码/BSP/PID/pid.c;projects/RTOS项目/源码/BSP/PID/pid.h
rtos-motor-pid-control	PID_Reset	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/源码/BSP/PID/pid.c;projects/RTOS项目/源码/BSP/PID/pid.h
rtos-motor-pid-control	targetRPM	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/文档/4 硬件驱动开发/4.1 电机控制与反馈/4.1.1 直流有刷电机驱动：H桥电路与PWM互补输出.md;projects/RTOS项目/文档/4 硬件驱动开发/4.1 电机控制与反馈/4.1.2 编码器测速原理与定时器编码器模式.md;projects/RTOS项目/文档/4 硬件驱动开发/4.1 电机控制与反馈/4.1.3 PID闭环调速算法实现与调参.md
rtos-motor-pid-control	actualRPM	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/文档/4 硬件驱动开发/4.1 电机控制与反馈/4.1.1 直流有刷电机驱动：H桥电路与PWM互补输出.md;projects/RTOS项目/文档/4 硬件驱动开发/4.1 电机控制与反馈/4.1.3 PID闭环调速算法实现与调参.md
rtos-motor-pid-control	integral	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/文档/4 硬件驱动开发/4.1 电机控制与反馈/4.1.3 PID闭环调速算法实现与调参.md;projects/RTOS项目/源码/BSP/PID/pid.c;projects/RTOS项目/源码/BSP/PID/pid.h
rtos-motor-pid-control	integral_max	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/文档/4 硬件驱动开发/4.1 电机控制与反馈/4.1.3 PID闭环调速算法实现与调参.md;projects/RTOS项目/源码/BSP/PID/pid.c;projects/RTOS项目/源码/BSP/PID/pid.h
rtos-motor-pid-control	output	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/文档/4 硬件驱动开发/4.1 电机控制与反馈/4.1.3 PID闭环调速算法实现与调参.md;projects/RTOS项目/源码/BSP/PID/pid.c;projects/RTOS项目/源码/BSP/PID/pid.h;projects/RTOS项目/源码/STM32F10x_FWLib/src/stm32f10x_tim.c
rtos-motor-pid-control	output_max	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/文档/4 硬件驱动开发/4.1 电机控制与反馈/4.1.3 PID闭环调速算法实现与调参.md;projects/RTOS项目/源码/BSP/PID/pid.c;projects/RTOS项目/源码/BSP/PID/pid.h
rtos-motor-pid-control	motor_pwm_set	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/文档/4 硬件驱动开发/4.1 电机控制与反馈/4.1.1 直流有刷电机驱动：H桥电路与PWM互补输出.md;projects/RTOS项目/文档/4 硬件驱动开发/4.1 电机控制与反馈/4.1.2 编码器测速原理与定时器编码器模式.md;projects/RTOS项目/文档/4 硬件驱动开发/4.1 电机控制与反馈/4.1.3 PID闭环调速算法实现与调参.md;projects/RTOS项目/源码/BSP/MOTOR/motor.c
rtos-project-storytelling	STM32F103	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/index.md
rtos-project-storytelling	FreeRTOS	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/RTOS项目完整代码流程详解.md;projects/RTOS项目/index.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c
rtos-project-storytelling	app_tasks.c	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/RTOS项目完整代码流程详解.md
rtos-project-storytelling	g_systemState	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/RTOS项目完整代码流程详解.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c
rtos-project-storytelling	g_dataMutex	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/RTOS项目完整代码流程详解.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c
rtos-project-storytelling	KeyScanTask	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/RTOS项目完整代码流程详解.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c
rtos-project-storytelling	SensorTask	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/RTOS项目完整代码流程详解.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c
rtos-project-storytelling	MotorControlTask	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/RTOS项目完整代码流程详解.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c
rtos-project-storytelling	UIDisplayTask	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/RTOS项目完整代码流程详解.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c
rtos-project-storytelling	AntiBackflowTask	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/RTOS项目完整代码流程详解.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c
rtos-project-storytelling	IAP	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/RTOS项目完整代码流程详解.md;projects/RTOS项目/index.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c
rtos-project-storytelling	CRC32	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/RTOS项目完整代码流程详解.md;projects/RTOS项目/index.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c
rtos-project-storytelling	personal-contribution	review-label	
rtos-project-storytelling	evidence-boundary	review-label	
rtos-runtime-fault-diagnosis	HardFault_Handler	exact	projects/RTOS项目/文档/2 系统架构与设计/2.3 系统启动流程与初始化顺序.md;projects/RTOS项目/源码/CORE/startup_stm32f10x_md.s;projects/RTOS项目/源码/USER/stm32f10x_it.c
rtos-runtime-fault-diagnosis	MemManage_Handler	exact	projects/RTOS项目/源码/CORE/startup_stm32f10x_md.s;projects/RTOS项目/源码/USER/stm32f10x_it.c
rtos-runtime-fault-diagnosis	BusFault_Handler	exact	projects/RTOS项目/源码/CORE/startup_stm32f10x_md.s;projects/RTOS项目/源码/USER/stm32f10x_it.c
rtos-runtime-fault-diagnosis	UsageFault_Handler	exact	projects/RTOS项目/源码/CORE/startup_stm32f10x_md.s;projects/RTOS项目/源码/USER/stm32f10x_it.c
rtos-runtime-fault-diagnosis	configASSERT	exact	projects/RTOS项目/文档/3 FreeRTOS 内核与任务设计/3.1 FreeRTOS 移植与配置详解.md;projects/RTOS项目/文档/3 FreeRTOS 内核与任务设计/3.3 中断优先级配置与临界区保护.md;projects/RTOS项目/源码/FreeRTOS/include/FreeRTOSConfig.h;projects/RTOS项目/源码/FreeRTOS/portable/MemMang/heap_4.c;projects/RTOS项目/源码/FreeRTOS/portable/RVDS/ARM_CM3/port.c;projects/RTOS项目/源码/FreeRTOS/tasks.c
rtos-runtime-fault-diagnosis	vAssertCalled	exact	projects/RTOS项目/文档/3 FreeRTOS 内核与任务设计/3.1 FreeRTOS 移植与配置详解.md;projects/RTOS项目/文档/3 FreeRTOS 内核与任务设计/3.3 中断优先级配置与临界区保护.md;projects/RTOS项目/源码/FreeRTOS/include/FreeRTOSConfig.h
rtos-runtime-fault-diagnosis	configCHECK_FOR_STACK_OVERFLOW	exact	projects/RTOS项目/文档/3 FreeRTOS 内核与任务设计/3.1 FreeRTOS 移植与配置详解.md;projects/RTOS项目/源码/FreeRTOS/include/FreeRTOSConfig.h;projects/RTOS项目/源码/FreeRTOS/tasks.c
rtos-runtime-fault-diagnosis	configUSE_MALLOC_FAILED_HOOK	exact	projects/RTOS项目/文档/3 FreeRTOS 内核与任务设计/3.1 FreeRTOS 移植与配置详解.md;projects/RTOS项目/源码/FreeRTOS/include/FreeRTOSConfig.h;projects/RTOS项目/源码/FreeRTOS/portable/MemMang/heap_4.c
rtos-runtime-fault-diagnosis	vApplicationStackOverflowHook	exact	projects/RTOS项目/文档/3 FreeRTOS 内核与任务设计/3.1 FreeRTOS 移植与配置详解.md;projects/RTOS项目/源码/FreeRTOS/tasks.c
rtos-runtime-fault-diagnosis	vApplicationMallocFailedHook	exact	projects/RTOS项目/源码/FreeRTOS/portable/MemMang/heap_4.c
rtos-runtime-fault-diagnosis	prvTaskExitError	exact	projects/RTOS项目/文档/3 FreeRTOS 内核与任务设计/3.1 FreeRTOS 移植与配置详解.md;projects/RTOS项目/源码/FreeRTOS/portable/RVDS/ARM_CM3/port.c
rtos-runtime-fault-diagnosis	vPortValidateInterruptPriority	exact	projects/RTOS项目/文档/3 FreeRTOS 内核与任务设计/3.1 FreeRTOS 移植与配置详解.md;projects/RTOS项目/文档/3 FreeRTOS 内核与任务设计/3.3 中断优先级配置与临界区保护.md;projects/RTOS项目/源码/FreeRTOS/portable/RVDS/ARM_CM3/port.c
rtos-runtime-fault-diagnosis	g_dataMutex	exact	projects/RTOS项目/文档/2 系统架构与设计/2.3 系统启动流程与初始化顺序.md;projects/RTOS项目/文档/2 系统架构与设计/2.4 任务间通信：互斥信号量与全局状态管理.md;projects/RTOS项目/文档/3 FreeRTOS 内核与任务设计/3.1 FreeRTOS 移植与配置详解.md;projects/RTOS项目/文档/3 FreeRTOS 内核与任务设计/3.2 任务创建、调度与优先级设计.md;projects/RTOS项目/文档/3 FreeRTOS 内核与任务设计/3.3 中断优先级配置与临界区保护.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c
rtos-runtime-fault-diagnosis	g_systemState	exact	projects/RTOS项目/文档/2 系统架构与设计/2.3 系统启动流程与初始化顺序.md;projects/RTOS项目/文档/2 系统架构与设计/2.4 任务间通信：互斥信号量与全局状态管理.md;projects/RTOS项目/文档/3 FreeRTOS 内核与任务设计/3.1 FreeRTOS 移植与配置详解.md;projects/RTOS项目/文档/3 FreeRTOS 内核与任务设计/3.2 任务创建、调度与优先级设计.md;projects/RTOS项目/文档/3 FreeRTOS 内核与任务设计/3.3 中断优先级配置与临界区保护.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c
rtos-runtime-fault-diagnosis	xTaskCreate	exact	projects/RTOS项目/文档/2 系统架构与设计/2.3 系统启动流程与初始化顺序.md;projects/RTOS项目/文档/3 FreeRTOS 内核与任务设计/3.1 FreeRTOS 移植与配置详解.md;projects/RTOS项目/文档/3 FreeRTOS 内核与任务设计/3.2 任务创建、调度与优先级设计.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c;projects/RTOS项目/源码/FreeRTOS/tasks.c
rtos-runtime-fault-diagnosis	xSemaphoreTake	exact	projects/RTOS项目/文档/2 系统架构与设计/2.4 任务间通信：互斥信号量与全局状态管理.md;projects/RTOS项目/文档/3 FreeRTOS 内核与任务设计/3.2 任务创建、调度与优先级设计.md;projects/RTOS项目/文档/3 FreeRTOS 内核与任务设计/3.3 中断优先级配置与临界区保护.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c
rtos-runtime-fault-diagnosis	xSemaphoreGive	exact	projects/RTOS项目/文档/2 系统架构与设计/2.3 系统启动流程与初始化顺序.md;projects/RTOS项目/文档/2 系统架构与设计/2.4 任务间通信：互斥信号量与全局状态管理.md;projects/RTOS项目/文档/3 FreeRTOS 内核与任务设计/3.1 FreeRTOS 移植与配置详解.md;projects/RTOS项目/文档/3 FreeRTOS 内核与任务设计/3.2 任务创建、调度与优先级设计.md;projects/RTOS项目/文档/3 FreeRTOS 内核与任务设计/3.3 中断优先级配置与临界区保护.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c
rtos-sensor-acquisition-and-fusion	DHT_Read_Data	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/文档/4 硬件驱动开发/4.2 传感器与采集/4.2.1 DHT11 温湿度传感器：单总线协议驱动.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c;projects/RTOS项目/源码/BSP/DHT11/dht11.c;projects/RTOS项目/源码/BSP/DHT11/dht11.h
rtos-sensor-acquisition-and-fusion	DHT_Read_Byte	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/文档/4 硬件驱动开发/4.2 传感器与采集/4.2.1 DHT11 温湿度传感器：单总线协议驱动.md;projects/RTOS项目/源码/BSP/DHT11/dht11.c;projects/RTOS项目/源码/BSP/DHT11/dht11.h
rtos-sensor-acquisition-and-fusion	MQ2_Init	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/源码/BSP/MQ2/mq2.c;projects/RTOS项目/源码/BSP/MQ2/mq2.h
rtos-sensor-acquisition-and-fusion	MQ2_GetAdcValue	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/文档/4 硬件驱动开发/4.2 传感器与采集/4.2.2 MQ2 气体传感器：ADC采集与数据处理.md;projects/RTOS项目/源码/BSP/MQ2/mq2.c;projects/RTOS项目/源码/BSP/MQ2/mq2.h
rtos-sensor-acquisition-and-fusion	MQ2_GetGasConcentration	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c;projects/RTOS项目/源码/BSP/MQ2/mq2.c;projects/RTOS项目/源码/BSP/MQ2/mq2.h
rtos-sensor-acquisition-and-fusion	WindSpeed_Update	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/文档/4 硬件驱动开发/4.2 传感器与采集/4.2.3 多传感器融合风速算法.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c;projects/RTOS项目/源码/BSP/WIND/wind_speed.c;projects/RTOS项目/源码/BSP/WIND/wind_speed.h
rtos-sensor-acquisition-and-fusion	SensorTask	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/文档/4 硬件驱动开发/4.2 传感器与采集/4.2.1 DHT11 温湿度传感器：单总线协议驱动.md;projects/RTOS项目/文档/4 硬件驱动开发/4.2 传感器与采集/4.2.2 MQ2 气体传感器：ADC采集与数据处理.md;projects/RTOS项目/文档/4 硬件驱动开发/4.2 传感器与采集/4.2.3 多传感器融合风速算法.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c;projects/RTOS项目/源码/APP_TASK/app_tasks.h
rtos-sensor-acquisition-and-fusion	g_dataMutex	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/文档/4 硬件驱动开发/4.2 传感器与采集/4.2.1 DHT11 温湿度传感器：单总线协议驱动.md;projects/RTOS项目/文档/4 硬件驱动开发/4.2 传感器与采集/4.2.2 MQ2 气体传感器：ADC采集与数据处理.md;projects/RTOS项目/文档/4 硬件驱动开发/4.2 传感器与采集/4.2.3 多传感器融合风速算法.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c
rtos-software-timer-periodic-design	configUSE_TIMERS	exact	projects/RTOS项目/文档/3 FreeRTOS 内核与任务设计/3.2 任务创建、调度与优先级设计.md;projects/RTOS项目/文档/3 FreeRTOS 内核与任务设计/3.4 软件定时器与周期任务实现.md;projects/RTOS项目/源码/FreeRTOS/include/FreeRTOSConfig.h;projects/RTOS项目/源码/FreeRTOS/timers.c
rtos-software-timer-periodic-design	configTICK_RATE_HZ	exact	projects/RTOS项目/文档/3 FreeRTOS 内核与任务设计/3.2 任务创建、调度与优先级设计.md;projects/RTOS项目/文档/3 FreeRTOS 内核与任务设计/3.4 软件定时器与周期任务实现.md;projects/RTOS项目/源码/FreeRTOS/include/FreeRTOSConfig.h;projects/RTOS项目/源码/SYSTEM/delay/delay.c
